repo_full_name,repo_url,stars,forks,description,last_updated,primary_language,discovered_at
JJavier98/Bebop-autonomy-OLD,https://github.com/JJavier98/Bebop-autonomy-OLD,0,0,"Sistema activo para protección de Infraestructuras Críticas: El sistema pasivo de vigilancia detecta un potencial intruso/peligro en el entorno monitorizado de la infrastructura. Obtiene posición 3D en el espacio y manda un drone (o flotilla) a esa posición en caso de que se pierda del campo de visión de la cámara. El drone sigue al objetivo fuera del campo de visión de la cámara, mandando stream de vídeo al servidor y siguiendo al mismo (detección + tracking). Aún no decidimos sobre si este procesamiento se realiza a bordo o en el servidor (diferentes objetivos, si es a bordo, el objetivo será más centrado en la arquitectura - prestaciones, tiempo de ejecución, autonomía, etc; si por el contrario, lo hacemos en el servidor, el peso irá más sobre el desarrollo que se lleve a cabo, estrategias para aumentar autonomía, comunicaciones, etc).",2020-06-09T19:21:35Z,Python,2025-10-24T08:19:07.264711
GPrathap/RobotTrajectoryEstimation,https://github.com/GPrathap/RobotTrajectoryEstimation,0,0,,2018-01-11T09:04:51Z,Python,2025-10-24T08:19:07.533380
sarauc/fantrack,https://github.com/sarauc/fantrack,0,0,Please refer to original repo. This is for personal learning only.,2023-06-14T15:10:29Z,Python,2025-10-24T08:19:07.787194
ab12gu/ROS-path-turtlebot,https://github.com/ab12gu/ROS-path-turtlebot,1,0,Team project for ME 547 (Autonomous Robotics),2021-06-28T04:59:19Z,Python,2025-10-24T08:19:08.079652
Yc3t/video-detection,https://github.com/Yc3t/video-detection,0,0,,2025-07-04T15:45:16Z,Python,2025-10-24T08:19:08.394135
wine-uoc/interaction-tracker,https://github.com/wine-uoc/interaction-tracker,1,0,interaction tracking tools and platform,2020-06-09T10:48:41Z,C,2025-10-24T08:19:08.669587
minseokim521/Cloud-Innovators,https://github.com/minseokim521/Cloud-Innovators,1,1,2024년 2학기 드림학기제 - 'Cloud Innovators' 팀,2025-06-30T07:07:33Z,Makefile,2025-10-24T08:19:08.961697
chrisyrniu/Human2LocoMan,https://github.com/chrisyrniu/Human2LocoMan,46,5,,2025-10-15T14:42:26Z,Python,2025-10-24T08:19:09.244754
emaksOne/traffic_analysis,https://github.com/emaksOne/traffic_analysis,0,0,,2020-04-13T11:31:15Z,Python,2025-10-24T08:19:09.609137
Hamtoto/python-study,https://github.com/Hamtoto/python-study,0,0,,2025-08-27T05:41:08Z,Python,2025-10-24T08:19:09.863507
Roxxas21/reposervicemove,https://github.com/Roxxas21/reposervicemove,2,2,,2021-11-08T17:34:28Z,Objective-C,2025-10-24T08:19:10.134506
Zac2049/BeaconLoc,https://github.com/Zac2049/BeaconLoc,0,0,"A repository for beacon localization, based on the lateration theory and bluetooth RSSI ibeacon.",2024-09-09T03:15:09Z,Jupyter Notebook,2025-10-24T08:19:10.429901
CycloneBoy/PPDetectionPytorch,https://github.com/CycloneBoy/PPDetectionPytorch,26,1, Paddle detection to pytorch,2025-10-22T03:04:10Z,Python,2025-10-24T08:19:10.668692
Berkevehbi/otonomsall,https://github.com/Berkevehbi/otonomsall,1,0,,2025-10-05T12:38:35Z,Python,2025-10-24T08:19:10.979539
providentia-project/a9-dev-kit,https://github.com/providentia-project/a9-dev-kit,13,0,A9 Dataset Development Kit,2024-01-30T06:12:22Z,Python,2025-10-24T08:19:11.301687
bryanahusna/3d-traffic-reconstruction,https://github.com/bryanahusna/3d-traffic-reconstruction,0,0,,2024-07-07T06:44:00Z,Jupyter Notebook,2025-10-24T08:19:11.588581
mcv-m6-video/mcv-m6-2022-team3,https://github.com/mcv-m6-video/mcv-m6-2022-team3,1,1,,2022-04-18T15:22:43Z,Jupyter Notebook,2025-10-24T08:19:11.932290
kxxbeomjun/AI-racing-simulation-pkg,https://github.com/kxxbeomjun/AI-racing-simulation-pkg,0,0,AI racing overtaking simulation package,2025-08-29T02:25:36Z,C++,2025-10-24T08:19:12.255929
theoddden/Markov-Processes,https://github.com/theoddden/Markov-Processes,1,0,Markov Chain Models generating prices ranges,2024-12-12T13:34:29Z,Python,2025-10-24T08:19:12.546977
TaskerJang/lost-and-find,https://github.com/TaskerJang/lost-and-find,5,3,🚄 고려대학교 KTX 유실물 탐지 인공지능 프로젝트,2025-05-13T05:50:15Z,Python,2025-10-24T08:19:13.864790
francisc0garcia/autonomous_bicycle,https://github.com/francisc0garcia/autonomous_bicycle,17,14,Autonomous bicycle algorithms,2025-07-02T03:02:59Z,Python,2025-10-24T08:19:14.121530
janino163/LDLS_anomaly,https://github.com/janino163/LDLS_anomaly,0,0,,2025-07-23T23:56:32Z,Python,2025-10-24T08:19:14.388967
kongyanye/VaBUS,https://github.com/kongyanye/VaBUS,14,3,,2025-09-02T14:05:51Z,Python,2025-10-24T08:19:14.682488
Trabalhinho/FIAP_Tech_Challenge,https://github.com/Trabalhinho/FIAP_Tech_Challenge,1,0,Repositório para desafios da Pós-graduação.,2024-08-16T13:18:46Z,Python,2025-10-24T08:19:14.973680
romi-lab/robotic-sealing,https://github.com/romi-lab/robotic-sealing,24,0,Robotic sealing with visual feedback control and gesture based HRI,2025-09-22T12:57:56Z,Python,2025-10-24T08:19:15.288262
wxjames/Gaze-Aware-GesRec,https://github.com/wxjames/Gaze-Aware-GesRec,4,0,,2025-09-18T14:06:15Z,Python,2025-10-24T08:19:15.592627
sezer-muhammed/eflatun_src,https://github.com/sezer-muhammed/eflatun_src,17,3,,2025-05-17T11:59:11Z,Python,2025-10-24T08:19:15.845423
lasithagt/robot-motion,https://github.com/lasithagt/robot-motion,2,2,,2025-01-13T02:10:00Z,C++,2025-10-24T08:19:16.139928
elikos/elikos_localization,https://github.com/elikos/elikos_localization,0,0,,2018-05-30T00:53:24Z,C++,2025-10-24T08:19:16.493466
RiadGahlouz/elikos_ros,https://github.com/RiadGahlouz/elikos_ros,1,0,Repository containing the main ROS package that will be running on the Quad,2025-04-01T15:17:27Z,C++,2025-10-24T08:19:16.781436
PrettyMagnolia/My-YOLOv7-seg,https://github.com/PrettyMagnolia/My-YOLOv7-seg,1,0,,2024-05-12T08:11:49Z,Python,2025-10-24T08:19:17.072980
momozaki/Street-Traffic-Log,https://github.com/momozaki/Street-Traffic-Log,1,0,,2023-02-10T00:27:12Z,Python,2025-10-24T08:19:17.364225
mcslab-ncku/112-Morning-SourceCode,https://github.com/mcslab-ncku/112-Morning-SourceCode,0,0,,2025-09-15T14:54:05Z,Python,2025-10-24T08:19:17.657016
basriayaz/yolov7_segmentation,https://github.com/basriayaz/yolov7_segmentation,0,0,About Implementation of paper - YOLOv7: Trainable bag-of-freebies sets new state-of-the-art for real-time object detectors,2022-09-27T18:44:17Z,Python,2025-10-24T08:19:17.932629
akashAD98/Sahi_scaled_yolo,https://github.com/akashAD98/Sahi_scaled_yolo,0,0,,2022-07-06T10:57:43Z,Python,2025-10-24T08:19:18.227335
PepoAmbriz/DonkeyTownPepo,https://github.com/PepoAmbriz/DonkeyTownPepo,0,0,,2024-04-05T23:53:49Z,Python,2025-10-24T08:19:18.542023
MacHu-GWU/crawl_cazipcode-project,https://github.com/MacHu-GWU/crawl_cazipcode-project,0,0,A project to crawl canada postal code data.,2017-07-10T22:43:03Z,Python,2025-10-24T08:19:18.827228
phlong3105/mon,https://github.com/phlong3105/mon,11,3,Just a research framework,2025-10-01T02:33:08Z,Python,2025-10-24T08:19:19.158935
manishghoshal99/DynAUV,https://github.com/manishghoshal99/DynAUV,0,0,,2025-07-12T13:14:39Z,Python,2025-10-24T08:19:19.455972
Shahariyarmarz/Python_Code,https://github.com/Shahariyarmarz/Python_Code,0,0,,2025-02-20T02:18:48Z,Python,2025-10-24T08:19:19.720379
juanpdeleon/Caminos_Rurales_Utec,https://github.com/juanpdeleon/Caminos_Rurales_Utec,0,0,,2025-06-12T22:52:20Z,Jupyter Notebook,2025-10-24T08:19:20.034239
DanielElias23/automoviles_streamlit,https://github.com/DanielElias23/automoviles_streamlit,0,0,,2025-02-27T05:01:13Z,Python,2025-10-24T08:19:20.319021
DanielElias24/Inicio1,https://github.com/DanielElias24/Inicio1,0,0,,2024-08-22T18:10:38Z,Python,2025-10-24T08:19:20.619162
ulisesorte/Electiva-II-IA,https://github.com/ulisesorte/Electiva-II-IA,0,0,,2025-05-18T00:33:22Z,Jupyter Notebook,2025-10-24T08:19:20.903245
zwc662/MIT-REALM,https://github.com/zwc662/MIT-REALM,0,0,,2024-08-30T18:44:19Z,Jupyter Notebook,2025-10-24T08:19:21.168365
traffix-dataset/traffix-dev-kit,https://github.com/traffix-dataset/traffix-dev-kit,0,0,,2023-11-15T17:46:31Z,Python,2025-10-24T08:19:21.467892
robocomp/robocomp-shadow,https://github.com/robocomp/robocomp-shadow,0,0,,2025-10-24T08:12:42Z,C++,2025-10-24T08:19:21.778588
NVlabs/PoseRBPF,https://github.com/NVlabs/PoseRBPF,151,31,A Rao-Blackwellized Particle Filter for 6D Object Pose Tracking,2025-10-23T07:32:49Z,Python,2025-10-24T08:19:22.217368
JackWoo0831/Yolov7-tracker,https://github.com/JackWoo0831/Yolov7-tracker,753,100,"Yolo X, v3 ~ v12 and several Multi-Object Tracker(SORT, DeepSORT, ByteTrack, BoT-SORT, etc.) in MOT17 and VisDrone2019 Dataset. It uses a unified style and integrated tracker for easy embedding in your own projects.",2025-10-17T15:05:17Z,Python,2025-10-24T08:19:22.478693
CaptainEven/MCMOT-ByteTrack,https://github.com/CaptainEven/MCMOT-ByteTrack,113,13,,2025-09-28T03:00:41Z,Python,2025-10-24T08:19:22.747547
nrl-ai/tracking-pipeline,https://github.com/nrl-ai/tracking-pipeline,34,7,Tracking pipeline with detection models and tracking algorithms,2024-09-18T18:28:11Z,Python,2025-10-24T08:19:23.044073
GiangHLe/traffic_monitoring,https://github.com/GiangHLe/traffic_monitoring,14,3,final project in university of technology,2025-08-22T21:03:40Z,Jupyter Notebook,2025-10-24T08:19:23.364547
mcv-m6-video/mcv-c6-2024-team3,https://github.com/mcv-m6-video/mcv-c6-2024-team3,0,0,,2024-05-02T12:34:49Z,Jupyter Notebook,2025-10-24T08:19:23.741007
Oliverlin67/SmartGlassesConcept,https://github.com/Oliverlin67/SmartGlassesConcept,0,0,,2025-04-07T09:21:42Z,Jupyter Notebook,2025-10-24T08:19:24.569781
p0pular131/SKKUL_BUS,https://github.com/p0pular131/SKKUL_BUS,0,0,,2025-05-27T18:04:20Z,Python,2025-10-24T08:19:24.846602
Kimsohyun93/ble-rssi,https://github.com/Kimsohyun93/ble-rssi,0,0,rssi 신호 처리 및 시각화,2024-11-13T02:04:32Z,Python,2025-10-24T08:19:25.171087
Vastlab/SAILON-CartPole3D,https://github.com/Vastlab/SAILON-CartPole3D,0,0,Repo for the VAST Lab code for the SAIL-ON Project applied to 3D CartPole++ problem. ,2021-12-24T16:13:10Z,C++,2025-10-24T08:19:25.535173
darwinex/quant-research-env,https://github.com/darwinex/quant-research-env,30,17,"This repository houses all source code, Jupyter Notebooks and related materials necessary to follow and collaborate on Quant Research content published by the Alpha Team.",2025-05-22T20:08:47Z,Python,2025-10-24T08:19:25.820402
ephemeralwx/alscommunicationtool,https://github.com/ephemeralwx/alscommunicationtool,0,0,,2025-01-08T03:31:22Z,HTML,2025-10-24T08:19:26.082361
amogh1216/motion-planning,https://github.com/amogh1216/motion-planning,0,0,ROS2/Gazebo sim of differential drive robot. 2D visualizer for path planning and following.,2025-09-18T23:29:03Z,Python,2025-10-24T08:19:26.365990
hcmcaic/ai-challenge-2020,https://github.com/hcmcaic/ai-challenge-2020,16,15,,2023-08-02T16:49:01Z,Jupyter Notebook,2025-10-24T08:19:26.638792
JackDeng0419/WatchDog-Epsilon,https://github.com/JackDeng0419/WatchDog-Epsilon,0,0,"The Watch Dog system, developed to enhance patient safety in healthcare for elderly patients with Alzheimer’s and other cognitive impairments, integrates sensor technology with digital communication tools.",2023-11-29T11:23:32Z,Python,2025-10-24T08:19:26.946804
dnv-opensource/axtreme,https://github.com/dnv-opensource/axtreme,7,0,Development repo for the RaPiD project with extensions for Ax and BoTorch.,2025-10-21T07:42:32Z,Jupyter Notebook,2025-10-24T08:19:27.379474
asumansaree/Library-Seat-Occupancy-Detection,https://github.com/asumansaree/Library-Seat-Occupancy-Detection,31,3,"With using  YOLOv7 on video cameras detecting the occupancy time (with belongings, without human) of the seats in the library",2025-10-24T01:12:37Z,Jupyter Notebook,2025-10-24T08:19:27.632429
MacHu-GWU/angora-project,https://github.com/MacHu-GWU/angora-project,0,0,Sanhe's Data Science toolkits,2016-01-19T21:20:48Z,Python,2025-10-24T08:19:27.925588
lzq11/MotionTrack,https://github.com/lzq11/MotionTrack,29,0,MotionTrack: Rethinking the Motion Cue for Multiple Object Tracking in USV Videos,2025-10-18T11:12:57Z,Python,2025-10-24T08:19:28.197894
JAK0707/Road-Damage-Detection,https://github.com/JAK0707/Road-Damage-Detection,2,0,,2025-06-25T11:46:44Z,Jupyter Notebook,2025-10-24T08:19:28.477663
aengoo/rtcds,https://github.com/aengoo/rtcds,0,1,real-time criminal detection system,2021-12-02T06:58:36Z,Python,2025-10-24T08:19:28.734989
JunpengZZhang/ELSlowFast-LSTM,https://github.com/JunpengZZhang/ELSlowFast-LSTM,2,1,,2025-04-09T12:29:41Z,Python,2025-10-24T08:19:29.008258
thq1995/aio_pending_track5,https://github.com/thq1995/aio_pending_track5,0,0,AICITY Helmet Detection,2025-03-17T09:13:43Z,Python,2025-10-24T08:19:29.291674
tsadja/ShaSTA,https://github.com/tsadja/ShaSTA,20,5,Official Code for ShaSTA,2025-01-30T09:31:12Z,Python,2025-10-24T08:19:29.602829
Ragini313/Robot---Object-Manipulation-in-PyBullet-Simulation,https://github.com/Ragini313/Robot---Object-Manipulation-in-PyBullet-Simulation,3,0,Goal of the project is to grasp a YCB-Object and place it in a goal basket while avoiding moving obstacles,2025-10-15T19:22:52Z,Python,2025-10-24T08:19:29.858147
llewsor/model-training-prototype,https://github.com/llewsor/model-training-prototype,0,0,,2025-06-06T15:53:49Z,Python,2025-10-24T08:19:30.150058
Urban-Analytics/dust,https://github.com/Urban-Analytics/dust,24,7," Data Assimilation for Agent-Based Models - A research project at the University of Leeds, funded by the European Research Council",2025-09-01T04:28:42Z,Jupyter Notebook,2025-10-24T08:19:30.525507
NilouGhazavi/BE223A_Final_Project,https://github.com/NilouGhazavi/BE223A_Final_Project,0,0,,2024-11-25T18:02:37Z,Jupyter Notebook,2025-10-24T08:19:30.799146
kashireddyarun/TrafficAnalysis,https://github.com/kashireddyarun/TrafficAnalysis,0,0,,2025-07-18T17:34:54Z,Python,2025-10-24T08:19:31.054467
deepakdeepu572/yolov7-object-tracking,https://github.com/deepakdeepu572/yolov7-object-tracking,1,0,,2023-12-06T06:39:12Z,Python,2025-10-24T08:19:31.331316
ammarajmal/tesol_ws,https://github.com/ammarajmal/tesol_ws,0,0,,2025-10-02T01:46:30Z,Python,2025-10-24T08:19:31.619853
JohnnysGithubAccount/Advanced-Driver-Assistance-System,https://github.com/JohnnysGithubAccount/Advanced-Driver-Assistance-System,0,0,Advanced Driver-Assistance System,2025-02-14T15:08:06Z,Jupyter Notebook,2025-10-24T08:19:31.878219
JinhaSong/AbnormalBehaviorDetection,https://github.com/JinhaSong/AbnormalBehaviorDetection,1,1,,2025-08-06T04:49:53Z,Python,2025-10-24T08:19:32.132821
StanfordASL/trunk-filter,https://github.com/StanfordASL/trunk-filter,0,0,Filtering for the Trunk robot.,2025-05-14T22:02:20Z,Python,2025-10-24T08:19:32.467730
enisycn/IsaacLab_Sensor,https://github.com/enisycn/IsaacLab_Sensor,0,0,,2025-09-11T14:00:37Z,Python,2025-10-24T08:19:32.757669
k4ntz/MOC,https://github.com/k4ntz/MOC,6,3,Reproduction and improvement of zhixuan-lin/SPACE,2023-04-01T08:43:14Z,Python,2025-10-24T08:19:33.093486
AnshulSood11/Position-Tracker,https://github.com/AnshulSood11/Position-Tracker,12,5,Tracks position of a vehicle by fusing data obtained from an MPU9250 and an optical displacement sensor using Kalman Filter.,2025-04-14T11:42:59Z,Python,2025-10-24T08:19:33.369388
TheresaLiao/gstreamer_docker,https://github.com/TheresaLiao/gstreamer_docker,0,0,,2024-03-01T05:24:07Z,Python,2025-10-24T08:19:33.657931
mehtivakili/Arastronaut-microros,https://github.com/mehtivakili/Arastronaut-microros,0,0,A Micro-Ros branch of Arastronaut implementation,2025-04-23T20:30:34Z,C++,2025-10-24T08:19:33.942751
fd0r/iPMCMC,https://github.com/fd0r/iPMCMC,0,1,Python implemenation of iPMCMC: http://proceedings.mlr.press/v48/rainforth16.pdf,2019-12-20T02:12:33Z,Jupyter Notebook,2025-10-24T08:19:34.210525
YusufSyam/Odd_Even_Vehicle_Restriction_Policy-Back-End,https://github.com/YusufSyam/Odd_Even_Vehicle_Restriction_Policy-Back-End,0,0,,2025-04-26T12:12:59Z,Python,2025-10-24T08:19:34.482068
GordusLab/deeplabcut_v2_trainvideo,https://github.com/GordusLab/deeplabcut_v2_trainvideo,0,0,,2023-11-29T23:25:45Z,Python,2025-10-24T08:19:34.797926
kdeng-gzcn/KalmanParamEstimation,https://github.com/kdeng-gzcn/KalmanParamEstimation,1,0,"This is the completion of a refined EM structure, namely GraphEM, for estimating the transition matrix in Linear Gaussian State Space Model.",2025-03-29T22:56:58Z,Python,2025-10-24T08:19:35.070067
cagrell/HAL,https://github.com/cagrell/HAL,4,1,Hierarchical Active Learning :: active learning for Bayesian network type structural reliability models,2025-04-23T14:41:07Z,Python,2025-10-24T08:19:35.444044
borvux/license-plate-detection,https://github.com/borvux/license-plate-detection,0,1,Using YOLOv8 and EasyOCR to detect and read the characters off the license plates,2025-05-27T18:27:00Z,Python,2025-10-24T08:19:35.789014
superfast852/Feria-Loyola-2024,https://github.com/superfast852/Feria-Loyola-2024,0,0,,2023-10-19T22:36:59Z,Python,2025-10-24T08:19:36.089287
m7medayman/graduation_project,https://github.com/m7medayman/graduation_project,0,0,repo for graduation project,2024-07-16T05:01:01Z,Python,2025-10-24T08:19:36.355722
sparshgarg23/object-detection-and-tracking-,https://github.com/sparshgarg23/object-detection-and-tracking-,5,1,"Object detection and tracking in videos using HOG+SVM and Kalman Filter uses Filterpy,Numpy and Sci-kit learn",2025-05-27T23:02:12Z,Python,2025-10-24T08:19:36.613550
xiaolongwu0713/googledrive,https://github.com/xiaolongwu0713/googledrive,1,0,,2023-10-27T03:03:07Z,Jupyter Notebook,2025-10-24T08:19:36.901611
IIT-SoftBots/alterego_aruco_detection,https://github.com/IIT-SoftBots/alterego_aruco_detection,0,0,,2025-04-11T10:39:38Z,Python,2025-10-24T08:19:37.287719
pakagronglb/yolo11-3d-object-detection,https://github.com/pakagronglb/yolo11-3d-object-detection,2,1,A computer vision application that uses YOLOv8 object detection with depth estimation to create 3D bounding boxes around detected objects in real-time video. The system projects 2D detections into 3D space using depth information and visualizes objects in a Bird's Eye View (BEV).,2025-06-29T01:52:56Z,Python,2025-10-24T08:19:37.541261
MaheshSharan/ShuttleTrack-Hybrid,https://github.com/MaheshSharan/ShuttleTrack-Hybrid,4,1,This model generalizes to unseen badminton videos and aims to outperform traditional techniques like YOLO + Kalman or TrackNetV2.,2025-10-22T01:39:14Z,Python,2025-10-24T08:19:37.867537
Vuong02011996/Loiter_Detection,https://github.com/Vuong02011996/Loiter_Detection,1,0,,2025-04-07T12:59:14Z,Python,2025-10-24T08:19:38.272149
Vladislav6410/WebKurierDrone,https://github.com/Vladislav6410/WebKurierDrone,1,0,Интелектуальная система управления дронами  для задач: -Геодезии и картографии-Доставки -Пожарного и градиентного мониторинга-Голосового управления-Интеграция сTelegram и WhatsApp,2025-10-16T15:51:55Z,Python,2025-10-24T08:19:38.577798
